ano,mes,group_id,distributor_id,sigagente,nomagente,distributor_name_sig,distributor_name_legal,distributor_label,uc_ativa_mes,bucket_porte,rank_porte_ano,uc_ativa_media_mensal,qtd_serv_realizado,qtd_fora_prazo,compensacao_rs,taxa_fora_prazo,flag_taxa_fora_prazo_invalida,fora_prazo_por_100k_uc_mes,compensacao_rs_por_uc_mes,compensacao_media_por_transgressao_rs,periodo_regulatorio,regime_regulatorio,ano_comparavel_principal
2023,1,amazonas,amazonas_energia,Amazonas Energia,AMAZONAS ENERGIA S.A.,Amazonas Energia,AMAZONAS ENERGIA S.A.,Amazonas Energia — AMAZONAS ENERGIA S.A.,13915502,GG,26,13915502.0,689224,3858,1331110.0699999998,0.0055975996192819755,False,27.724475911828407,0.09565663315631731,345.02593831000513,pos_2022,REN_1000,True
2023,1,castro_dis,castro_dis,Castro-Dis,COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA DE CASTRO,Castro-Dis,COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA DE CASTRO,Castro-Dis — COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA DE CASTRO,27930,P,98,27930.0,8602,11,0.0,0.0012787723785166241,False,39.38417472252059,0.0,0.0,pos_2022,REN_1000,True
2023,1,cedrap,cedrap,Cedrap,COOPERATIVA DE ELETRIFICAÇÃO DA REGIÃO DO ALTO DA PARAÍBA,Cedrap,COOPERATIVA DE ELETRIFICAÇÃO DA REGIÃO DO ALTO DA PARAÍBA,Cedrap — COOPERATIVA DE ELETRIFICAÇÃO DA REGIÃO DO ALTO DA PARAÍBA,91619,M,77,91619.0,12353,33,0.0,0.0026714158504007124,False,36.01872973946452,0.0,0.0,pos_2022,REN_1000,True
2023,1,cedri,cedri,Cedri,COOPERATIVA DE ELETRIFICAÇÃO E DISTRIBUIÇÃO DA REGIÃO DE ITARIRI,Cedri,COOPERATIVA DE ELETRIFICAÇÃO E DISTRIBUIÇÃO DA REGIÃO DE ITARIRI,Cedri — COOPERATIVA DE ELETRIFICAÇÃO E DISTRIBUIÇÃO DA REGIÃO DE ITARIRI,36331,P,97,36331.0,10707,4,0.0,0.0003735873727468012,False,11.009881368528253,0.0,0.0,pos_2022,REN_1000,True
2023,1,cegero,cegero,Cegero,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO,Cegero,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO,Cegero — COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO,82549,P,84,82549.0,17246,23,0.0,0.001333642583787545,False,27.862239397206505,0.0,0.0,pos_2022,REN_1000,True
2023,1,cejama,cejama,Cejama,COOPERATIVA DE ELETRICIDADE JACINTO MACHADO,Cejama,COOPERATIVA DE ELETRICIDADE JACINTO MACHADO,Cejama — COOPERATIVA DE ELETRICIDADE JACINTO MACHADO,67130,P,88,67130.0,6255,11,0.0,0.0017585931254996002,False,16.386116490391775,0.0,0.0,pos_2022,REN_1000,True
2023,1,celesc,celesc_dis,Celesc-Dis,CELESC DISTRIBUIÇÃO S.A.,Celesc-Dis,CELESC DISTRIBUIÇÃO S.A.,Celesc-Dis — CELESC DISTRIBUIÇÃO S.A.,40436408,GG,10,40436408.0,1513417,10603,3723961.58,0.007006000329056698,False,26.221419073622958,0.09209427256743477,351.21772894463834,pos_2022,REN_1000,True
2023,1,celetro,celetro,Celetro,COOPERATIVA DE ELETRIFICAÇÃO CENTRO JACUÍ LTDA.,Celetro,COOPERATIVA DE ELETRIFICAÇÃO CENTRO JACUÍ LTDA.,Celetro — COOPERATIVA DE ELETRIFICAÇÃO CENTRO JACUÍ LTDA.,287447,M,53,287447.0,34481,56,744.1200000000001,0.0016240828282242394,False,19.4818523066861,0.0025887207032948686,13.287857142857145,pos_2022,REN_1000,True
2023,1,cemig,cemig_d,Cemig-D,CEMIG DISTRIBUIÇÃO S.A.,Cemig-D,CEMIG DISTRIBUIÇÃO S.A.,Cemig-D — CEMIG DISTRIBUIÇÃO S.A.,124046670,GG,1,124046670.0,61990419,107304,81427220.05,0.001730977169229974,False,86.5029266807404,0.6564240704728309,758.8460826250652,pos_2022,REN_1000,True
2023,1,cemirim,cemirim,Cemirim,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE MOGI MIRIM,Cemirim,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE MOGI MIRIM,Cemirim — COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE MOGI MIRIM,199708,M,62,199708.0,38388,112,0.0,0.0029175784099197666,False,56.08187954413443,0.0,0.0,pos_2022,REN_1000,True
2023,1,ceprag,ceprag,Ceprag,COOPERATIVA DE ELETRICIDADE PRAIA GRANDE,Ceprag,COOPERATIVA DE ELETRICIDADE PRAIA GRANDE,Ceprag — COOPERATIVA DE ELETRICIDADE PRAIA GRANDE,246352,M,54,246352.0,72335,22,5143.929999999999,0.000304140457593143,False,8.93031109956485,0.02088040689744755,233.81499999999997,pos_2022,REN_1000,True
2023,1,ceraca,ceraca,Ceraçá,COOPERATIVA DISTRIBUIDORA DE ENERGIA VALE DO ARAÇÁ,Ceraçá,COOPERATIVA DISTRIBUIDORA DE ENERGIA VALE DO ARAÇÁ,Ceraçá — COOPERATIVA DISTRIBUIDORA DE ENERGIA VALE DO ARAÇÁ,152587,M,70,152587.0,25139,80,314.91999999999996,0.003182306376546402,False,52.42910601820601,0.002063871758406679,3.9364999999999997,pos_2022,REN_1000,True
