ano,group_id,distributor_id,sigagente,nomagente,uc_ativa_media_mensal,rank_porte_ano,bucket_porte,share_uc_ano
2024,empresa,joao_cesa,João Cesa,EMPRESA FORÇA E LUZ JOÃO CESA LTDA.,4035.3333333333335,93,P,4.167453844742963e-05
2024,cooperativa,cergapa,Cergapa,COOPERATIVA DE ELETRICIDADE DE GRÃO PARÁ,4019.1666666666665,94,P,4.150757866594108e-05
2024,cooperativa,cerrp,Cerrp,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE SÃO JOSÉ DO RIO PRETO,3543.25,95,P,3.659259252119322e-05
2024,cooperativa,cermc,Cermc,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE MOGI DAS CRUZES,3527.9166666666665,96,P,3.64342389140082e-05
2024,cooperativa,cedri,Cedri,COOPERATIVA DE ELETRIFICAÇÃO E DISTRIBUIÇÃO DA REGIÃO DE ITARIRI,3379.5,97,P,3.4901479270548924e-05
2024,cooperativa,castro_dis,Castro-Dis,COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA DE CASTRO,2372.0833333333335,98,P,2.4497475155007526e-05
2024,cooperativa,cerpro,Cerpro,COOPERATIVA DE ELETRIFICAÇÃO RURAL DA REGIÃO DE PROMISSÃO,2089.75,99,P,2.1581703300970446e-05
2024,cooperativa,coopermila,Coopermila,COOPERATIVA DE ELETRIFICAÇÃO LAURO MÜLLER,1421.75,100,P,1.4682993979258155e-05
2024,cooperativa,cersad,Cersad,COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA SALTO DONNER,1404.0,101,P,1.4499682466592897e-05
2025,cemig,cemig_d,Cemig-D,CEMIG DISTRIBUIÇÃO S.A.,10678152.166666666,1,GG,0.10649259633731241
2025,eletropaulo,enel_sp,Enel SP,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.,8607973.833333334,2,GG,0.08584682709213261
2025,companhia,neoenergia_coelba,Neoenergia Coelba,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,6956267.166666667,3,GG,0.06937445166840898
2025,copel,copel_dis,Copel-Dis,COPEL DISTRIBUIÇÃO S.A.,5359913.25,4,GG,0.05345410603129124
2025,companhia,cpfl_paulista,CPFL Paulista,COMPANHIA PAULISTA DE FORÇA E LUZ,5102236.583333333,5,GG,0.050884311480644415
2025,light,light,Light,LIGHT SERVIÇOS DE ELETRICIDADE S.A.,4675709.166666667,6,GG,0.046630578128569605
2025,companhia,enel_ce,Enel CE,COMPANHIA ENERGÉTICA DO CEARÁ,4296990.75,7,GG,0.0428536411789832
2025,companhia,neoenergia_pernambuco,Neoenergia Pernambuco,COMPANHIA ENERGÉTICA DE PERNAMBUCO,4184413.0833333335,8,GG,0.04173091059546949
2025,celesc,celesc_dis,Celesc-Dis,CELESC DISTRIBUIÇÃO S.A.,3545150.25,9,GG,0.035355579189711446
2025,equatorial,enel_go,Enel GO,EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.,3543263.5,10,GG,0.03533676274066639
2025,rge,rge,RGE,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,3157442.1666666665,11,GG,0.03148898881239728
2025,equatorial,equatorial_pa,Equatorial PA,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,3128881.1818181816,12,GG,0.03120415175604212
2025,ampla,enel_rj,Enel RJ,AMPLA ENERGIA E SERVIÇOS S.A.,3115002.6666666665,13,GG,0.031065742124045562
2025,elektro,neoenergia_elektro,Neoenergia Elektro,ELEKTRO REDES S.A.,3061480.9166666665,14,GG,0.030531972794946762
2025,equatorial,equatorial_ma,Equatorial MA,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,2853341.8333333335,15,GG,0.028456213708779512
2025,edp,edp_sp,EDP SP,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,2309828.6666666665,16,GG,0.023035788212079
2025,companhia,cpfl_piratininga,CPFL Piratininga,COMPANHIA PIRATININGA DE FORÇA E LUZ,1998351.3333333333,17,GG,0.019929442712486478
2025,energisa,energisa_pb,Energisa PB,ENERGISA PARAÍBA DISTRIBUIDORA DE ENERGIA S.A.,1996565.25,18,GG,0.01991163020630819
2025,companhia,ceee_equatorial,CEEE Equatorial,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,1986613.9166666667,19,GG,0.019812386132320104
2025,energisa,energisa_mt,Energisa MT,ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S.A.,1915286.9166666667,20,GG,0.019101046070819312
2025,edp,edp_es,EDP ES,EDP ESPÍRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,1847937.25,21,GG,0.018429371725498123
2025,companhia,neoenergia_cosern,Neoenergia Cosern,COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE,1634496.4166666667,22,GG,0.016300738592040755
2025,equatorial,equatorial_pi,Equatorial PI,EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A.,1560833.0,23,GG,0.015566097581735749
2025,energisa,energisa_ms,Energisa MS,ENERGISA MATO GROSSO DO SUL DISTRIBUIDORA DE ENERGIA S.A.,1513171.25,24,GG,0.015090769695013535
2025,equatorial,equatorial_al,Equatorial AL,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,1411265.0833333333,25,GG,0.014074465366162234
2025,neoenergia,neoenergia_brasilia,Neoenergia Brasília,NEOENERGIA DISTRIBUIÇÃO BRASÍLIA S.A.,1212703.6666666667,26,GG,0.012094223797845175
2025,amazonas,amazonas_energia,Amazonas Energia,AMAZONAS ENERGIA S.A.,1191364.8333333333,27,G,0.011881412842446957
2025,energisa,energisa_ro,Energisa RO,ENERGISA RONDÔNIA DISTRIBUIDORA DE ENERGIA S.A.,1063232.6666666667,28,G,0.010603558126604481
2025,energisa,energisa_sul_sudeste,Energisa Sul-Sudeste,ENERGISA SUL-SUDESTE DISTRIBUIDORA DE ENERGIA S.A.,1058326.3333333333,29,G,0.010554627546949136
2025,energisa,energisa_se,Energisa SE,ENERGISA SERGIPE DISTRIBUIDORA DE ENERGIA S.A.,944421.6666666666,30,G,0.009418662868890423
2025,energisa,energisa_to,Energisa TO,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,857025.75,31,G,0.00854706842728227
2025,energisa,energisa_minas_rio,Energisa Minas Rio,ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.,643058.5,32,G,0.006413185370737688
2025,companhia,cpfl_santa_cruz,CPFL Santa Cruz,COMPANHIA JAGUARI DE ENERGIA - CPFL SANTA CRUZ,520105.3333333333,33,G,0.005186980523507553
2025,energisa,energisa_ac,Energisa AC,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A.,384255.75,34,G,0.0038321604558867327
2025,companhia,cea_equatorial,CEA Equatorial,COMPANHIA DE ELETRICIDADE DO AMAPA,268881.4166666667,35,G,0.0026815388768360758
2025,roraima,roraima_energia,Roraima Energia,RORAIMA ENERGIA S.A.,226603.91666666666,36,G,0.0022599078051507428
2025,companhia,sulgipe,Sulgipe,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,174596.63636363635,37,G,0.0017412421950837762
2025,empresa,santa_maria,Santa Maria,EMPRESA LUZ E FORÇA SANTA MARIA S.A.,142643.83333333334,38,G,0.0014225787314206691
2025,dme,dmed,Dmed,DME DISTRIBUIÇÃO S.A.,90899.36363636363,39,G,0.0009065341163861338
2025,cooperativa,certel_energia,Certel Energia,COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA TEUTÔNIA,76776.33333333333,40,G,0.0007656859488712358
2025,companhia,cocel,Cocel,COMPANHIA CAMPOLARGUENSE DE ENERGIA,59932.63636363636,41,G,0.0005977047294406563
2025,coprel,coprel,Coprel,COPREL COOPERATIVA DE ENERGIA,59830.818181818184,42,G,0.0005966893025796298
2025,cooperativa,cooperalianca,Cooperaliança,COOPERATIVA ALIANÇA,45938.27272727273,43,G,0.0004581397471793057
2025,distribuidora,dcelt,Dcelt,DISTRIBUIDORA CATARINENSE DE ENERGIA ELÉTRICA S/A.,42605.75,44,G,0.00042490469002323623
2025,centrais,eletrocar,Eletrocar,CENTRAIS ELÉTRICAS DE CARAZINHO S.A.,40417.583333333336,45,G,0.00040308222992761116
2025,companhia,chesp,Chesp,COMPANHIA HIDROELÉTRICA SÃO PATRÍCIO,38938.5,46,G,0.0003883314170615418
2025,departamento,demei,Demei,DEPARTAMENTO MUNICIPAL DE ENERGIA DE IJUÍ,37383.0,47,G,0.0003728185051815457
2025,cooperativa,cetril,Cetril,COOPERATIVA DE ELETRIFICAÇÃO DE IBIÚNA E REGIÃO,34114.0,48,G,0.0003402169565247104
2025,cooperativa,cermissoes,Cermissões,COOPERATIVA DE DISTRIBUIÇÃO E GERAÇÃO DE ENERGIA DAS MISSÕES,29025.583333333332,49,G,0.0002894704702767493
2025,cooperativa,coopera,Coopera,COOPERATIVA PIONEIRA DE ELETRIFICAÇÃO,28563.916666666668,50,G,0.00028486629520896946
2025,cooperativa,creluz_d,Creluz-D,COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA,25825.25,51,G,0.0002575537303303564
2025,cooperativa,celetro,Celetro,COOPERATIVA DE ELETRIFICAÇÃO CENTRO JACUÍ LTDA.,24346.416666666668,52,M,0.0002428054106998833
2025,cooperativa,ceprag,Ceprag,COOPERATIVA DE ELETRICIDADE PRAIA GRANDE,23355.75,53,M,0.00023292554911039472
2025,cooperativa,cergal,Cergal,COOPERATIVA DE ELETRIFICAÇÃO RURAL ANITA GARIBALDI LTDA,20947.916666666668,54,M,0.00020891236600417983
2025,hidropan,hidropan,Hidropan,HIDROPAN DISTRIBUIÇÃO DE ENERGIA S.A.,20465.666666666668,55,M,0.0002041029145389737
2025,cooperativa,certaja_energia,Certaja Energia,COOPERATIVA REGIONAL DE ENERGIA TAQUARI JACUÍ,20267.25,56,M,0.00020212411655406686
2025,cooperativa,cersul,Cersul,COOPERATIVA DE DISTRIBUIÇÃOI DE ENERGIA,18898.5,57,M,0.00018847365166448494
2025,cooperativa,cerbranorte,Cerbranorte,COOPERATIVA DE ELETRIFICAÇÃO DE BRAÇO DO NORTE,18619.416666666668,58,M,0.0001856903696605148
2025,cooperativa,cerci,Cerci,COOPERATIVA DE ELETRIFICAÇÃO RURAL CACHOEIRAS- ITABORAÍ LTDA,18435.583333333332,59,M,0.00018385701041872374
2025,cooperativa,cerpalo,Cerpalo,COOPERATIVA DE ELETRIFICAÇÃO DE PAULO LOPES,18051.25,60,M,0.00018002407622872365
2025,cooperativa,cemirim,Cemirim,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE MOGI MIRIM,17882.333333333332,61,M,0.00017833948004417676
2025,cooperativa,cooperluz,Cooperluz,COOPERATIVA DISTRIBUIDORA DE ENERGIA FRONTEIRA NOROESTE,17574.166666666668,62,M,0.00017526615163250715
2025,nova,nova_palma,Nova Palma,NOVA PALMA ENERGIA LTDA.,17406.545454545456,63,M,0.0001735944749415046
2025,cooperativa,cerim,Cerim,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE ITU-MAIRINQUE,16913.416666666668,64,M,0.00016867652995156376
2025,cooperativa,cermoful,Cermoful,COOPERATIVA FUMACENSE DE ELETRICIDADE,16807.909090909092,65,M,0.00016762430897734372
2025,cooperativa,cerej,Cerej,COOPERATIVA DE PRESTAÇÃO DE SERVIÇOS PÚBLICOS DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA SENADOR ESTEVES JÚNIOR,16722.727272727272,66,M,0.00016677479561235983
2025,cooperativa,cerfox,Cerfox,COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA FONTOURA XAVIER,16540.5,67,M,0.00016495745352046
2025,cooperativa,ceriluz,Ceriluz,COOPERATIVA REGIONAL DE ENERGIA E DESENVOLVIMENTO IJUÍ LTDA,15704.75,68,M,0.00015662256692212717
2025,cooperativa,ceraca,Ceraçá,COOPERATIVA DISTRIBUIDORA DE ENERGIA VALE DO ARAÇÁ,13863.75,69,M,0.00013826237999118996
2025,muxfeldt,mux_energia,Mux Energia,"MUXFELDT, MARIN & CIA LTDA",13149.083333333334,70,M,0.0001311350504999842
2025,cooperativa,coopercocal,Coopercocal,COOPERATIVA ENERGÉTICA COCAL,12186.083333333334,71,M,0.00012153110698314959
2025,cooperativa,coorsel,Coorsel,COOPERATIVA REGIONAL SUL DE ELETRIFICAÇÃO RURAL,9692.5,72,M,9.666274406741383e-05
2025,cooperativa,certhil,Certhil,COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ENTRE RIOS LTDA,9033.75,73,M,9.009306827124062e-05
2025,forca,forcel,Forcel,FORÇA E LUZ CORONEL VIVIDA LTDA,8950.5,74,M,8.92628208176825e-05
2025,cooperativa,creral,Creral,COOPERATIVA REGIONAL DE ELETRIFICAÇÃO RURAL DO ALTO URUGUAI,8128.333333333333,75,M,8.106340002008035e-05
2025,cooperativa,ceral_araruama,Ceral Araruama,COOPERATIVA DE ELETRIFICAÇÃO RURAL DE ARARUAMA,8099.833333333333,76,M,8.077917116210549e-05
2025,cooperativa,cedrap,Cedrap,COOPERATIVA DE ELETRIFICAÇÃO DA REGIÃO DO ALTO DA PARAÍBA,8007.666666666667,77,P,7.985999830561371e-05
2025,empresa,eflul,Eflul,EMPRESA FORÇA E LUZ DE URUSSANGA LTDA.,7712.75,78,P,7.691881138054641e-05
2025,cooperativa,ceris,Ceris,COOPERATIVA DE ELETRIFICAÇÃO RURAL DA REGIÃO DE ITAPECERICA DA SERRA,7495.0,79,P,7.474720317619465e-05
2025,cooperativa,cegero,Cegero,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO,7362.166666666667,80,P,7.342246399604284e-05
2025,cooperzem,cooperzem,Cooperzem,COOPERZEM COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,7338.75,81,P,7.318893092852549e-05
2025,cooperativa,coopernorte,Coopernorte,COOPERATIVA REGIONAL DE DISTRIBUIÇÃO DE ENERGIA DO LITORAL NORTE,7270.166666666667,82,P,7.250495329661524e-05
2025,cooperativa,cergral,Cergral,COOPERATIVA DE ELETRICIDADE DE GRAVATAL,7245.5,83,P,7.225895405111654e-05
2025,cooperativa,cercos,Cercos,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO RURAL CENTRO SUL DE SERGIPE LTDA,7064.666666666667,84,P,7.045551363648075e-05
2025,cooperativa,ceripa,Ceripa,COOPERATIVA DE ELETRIFICAÇÃO RURAL DE ITAÍ-PARANAPANEMA-AVARÉ,6882.545454545455,85,P,6.863922928089449e-05
2025,cooperativa,coopersul,Coopersul,COOPERATIVA REGIONAL DE ELETRIFICAÇÃO RURAL FRONTEIRA SUL LTDA,6688.0,86,P,6.669903867143294e-05
2025,cooperativa,ceres,Ceres,COOPERATIVA DE ELETRIFICAÇÃO RURAL DE RESENDE LTDA.,6143.75,87,P,6.127126477835169e-05
2025,cooperativa,cejama,Cejama,COOPERATIVA DE ELETRICIDADE JACINTO MACHADO,6033.166666666667,88,P,6.016842356626797e-05
2025,cooperativa,certrel,Certrel,COOPERATIVA DE ENERGIA TREVISO,4942.083333333333,89,P,4.928711234561067e-05
2025,cooperativa,cervam,Cervam,COOPERATIVA DE ENERGIZAÇÃO E DE DESENVOLVIMENTO DO VALE DO MOGI,4865.416666666667,90,P,4.852252009608767e-05
2025,cooperativa,cernhe,Cernhe,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO RURAL DA REGIÃO DE NOVO HORIZONTE,4830.833333333333,91,P,4.817762250527023e-05
2025,cooperativa,cedri,Cedri,COOPERATIVA DE ELETRIFICAÇÃO E DISTRIBUIÇÃO DA REGIÃO DE ITARIRI,4269.666666666667,92,P,4.258113967017467e-05
2025,cooperativa,ceral_anitapolis,Ceral Anitápolis,COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA DE ANITÁPOLIS,4129.666666666667,93,P,4.1184927736263094e-05
2025,cooperativa,cergapa,Cergapa,COOPERATIVA DE ELETRICIDADE DE GRÃO PARÁ,4067.0,94,P,4.055995668013124e-05
2025,empresa,joao_cesa,João Cesa,EMPRESA FORÇA E LUZ JOÃO CESA LTDA.,4064.3333333333335,95,P,4.053336216710436e-05
2025,cooperativa,cermc,Cermc,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE MOGI DAS CRUZES,3676.9166666666665,96,P,3.666967807141691e-05
2025,cooperativa,cerrp,Cerrp,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE SÃO JOSÉ DO RIO PRETO,3610.3636363636365,97,P,3.600594853465213e-05
2025,cooperativa,castro_dis,Castro-Dis,COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA DE CASTRO,2413.5833333333335,98,P,2.407052752492913e-05
2025,cooperativa,cerpro,Cerpro,COOPERATIVA DE ELETRIFICAÇÃO RURAL DA REGIÃO DE PROMISSÃO,2187.0,99,P,2.1810824996175812e-05
2025,cooperativa,coopermila,Coopermila,COOPERATIVA DE ELETRIFICAÇÃO LAURO MÜLLER,1488.0,100,P,1.4839738269003022e-05
2025,cooperativa,cersad,Cersad,COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA SALTO DONNER,1438.4166666666667,101,P,1.434524654240934e-05
