dimension_id,dimension_label,id,label,periodo_regulatorio,regime_regulatorio,meses_com_dados,qtd_serv_realizado,qtd_fora_prazo,compensacao_rs,compensacao_anualizada,exposicao_uc_mes,taxa_fora_prazo,fora_prazo_por_100k_uc_mes,compensacao_rs_por_uc_mes,share_serv_periodo,suppressed_low_volume,selector_enabled
economico,Grupo Econômico,eflul,Grupo Eflul,operacional_2023_plus,REN_1000,38,28213,487,221.26000000000002,69.87157894736842,90086,0.017261546095771452,540.5945429922518,0.00245609750682681,1.8705458364865602e-05,False,True
economico,Grupo Econômico,eflul,Grupo Eflul,pos_2022,REN_1000,38,28213,487,221.26000000000002,69.87157894736842,90086,0.017261546095771452,540.5945429922518,0.00245609750682681,1.8705458364865602e-05,False,True
economico,Grupo Econômico,eletrocar,Grupo Eletrocar,operacional_2023_plus,REN_1000,40,403203,1157,30186.28,9055.883999999998,518135,0.0028695223001812984,223.30087718451753,0.058259488357281404,0.0002673270098567648,False,True
economico,Grupo Econômico,eletrocar,Grupo Eletrocar,pos_2022,REN_1000,40,403203,1157,30186.28,9055.883999999998,518135,0.0028695223001812984,223.30087718451753,0.058259488357281404,0.0002673270098567648,False,True
economico,Grupo Econômico,energisa,Grupo Energisa,operacional_2023_plus,REN_1000,40,33688669,238594,78945823.59821354,23683747.079464063,106816985,0.007082321952226726,223.3670984066813,0.7390755655405696,0.022335873368561958,False,True
economico,Grupo Econômico,energisa,Grupo Energisa,pos_2022,REN_1000,40,33688669,238594,78945823.59821354,23683747.079464063,106816985,0.007082321952226726,223.3670984066813,0.7390755655405696,0.022335873368561958,False,True
economico,Grupo Econômico,equatorial,Grupo Equatorial,operacional_2023_plus,REN_1000,40,39445053,139843,97039254.92,29111776.476000004,130819678,0.0035452607960749856,106.89752653266736,0.7417787324014052,0.02615240479890182,False,True
economico,Grupo Econômico,equatorial,Grupo Equatorial,pos_2022,REN_1000,40,39445053,139843,97039254.92,29111776.476000004,130819678,0.0035452607960749856,106.89752653266736,0.7417787324014052,0.02615240479890182,False,True
economico,Grupo Econômico,forcel,Grupo Forcel,operacional_2023_plus,REN_1000,40,56936,301,2579.59,773.877,111972,0.0052866376282141355,268.81720430107526,0.023037813024684745,3.774905105667557e-05,False,True
economico,Grupo Econômico,forcel,Grupo Forcel,pos_2022,REN_1000,40,56936,301,2579.59,773.877,111972,0.0052866376282141355,268.81720430107526,0.023037813024684745,3.774905105667557e-05,False,True
economico,Grupo Econômico,hidropan,Grupo Hidropan,operacional_2023_plus,REN_1000,39,145028,40,4376.0,1346.4615384615386,239737,0.0002758088093333701,16.68495059169006,0.018253335947308925,9.615479444723101e-05,False,True
economico,Grupo Econômico,hidropan,Grupo Hidropan,pos_2022,REN_1000,39,145028,40,4376.0,1346.4615384615386,239737,0.0002758088093333701,16.68495059169006,0.018253335947308925,9.615479444723101e-05,False,True
economico,Grupo Econômico,joao,Grupo JOAO,operacional_2023_plus,REN_1000,40,16482,28,186.82,56.04599999999999,53962,0.0016988229583788375,51.888365887105735,0.0034620658982246763,1.0927705836660931e-05,False,True
economico,Grupo Econômico,joao,Grupo JOAO,pos_2022,REN_1000,40,16482,28,186.82,56.04599999999999,53962,0.0016988229583788375,51.888365887105735,0.0034620658982246763,1.0927705836660931e-05,False,True
economico,Grupo Econômico,light,Grupo Light,operacional_2023_plus,REN_1000,40,108520958,11310,16171651.948872,4851495.584661599,60070061,0.00010421950016327722,18.828014840870562,0.2692131767416051,0.07195031586801576,False,True
economico,Grupo Econômico,light,Grupo Light,pos_2022,REN_1000,40,108520958,11310,16171651.948872,4851495.584661599,60070061,0.00010421950016327722,18.828014840870562,0.2692131767416051,0.07195031586801576,False,True
economico,Grupo Econômico,mux,Grupo MUX,operacional_2023_plus,REN_1000,40,77007,13,1554.5900000000001,466.377,152664,0.00016881582193826536,8.515432583975265,0.01018308180055547,5.105629434314697e-05,False,True
economico,Grupo Econômico,mux,Grupo MUX,pos_2022,REN_1000,40,77007,13,1554.5900000000001,466.377,152664,0.00016881582193826536,8.515432583975265,0.01018308180055547,5.105629434314697e-05,False,True
economico,Grupo Econômico,nova,Grupo NOVA,operacional_2023_plus,REN_1000,39,178272,100,4882.49,1502.3046153846153,206717,0.0005609405851732185,48.37531504423923,0.023619199195034756,0.00011819584849613017,False,True
economico,Grupo Econômico,nova,Grupo NOVA,pos_2022,REN_1000,39,178272,100,4882.49,1502.3046153846153,206717,0.0005609405851732185,48.37531504423923,0.023619199195034756,0.00011819584849613017,False,True
economico,Grupo Econômico,neoenergia,Grupo Neoenergia,operacional_2023_plus,REN_1000,40,507670865,165134,164622214.62487713,49386664.38746314,196040511,0.00032527767769379475,84.23463046370043,0.8397356943477725,0.33659009067851015,False,True
economico,Grupo Econômico,neoenergia,Grupo Neoenergia,pos_2022,REN_1000,40,507670865,165134,164622214.62487713,49386664.38746314,196040511,0.00032527767769379475,84.23463046370043,0.8397356943477725,0.33659009067851015,False,True
economico,Grupo Econômico,rge,Grupo RGE,operacional_2023_plus,REN_1000,40,51513234,15699,9545668.5447,2863700.56341,40145552,0.0003047566378767833,39.105203983743955,0.23777649251653085,0.03415371119081909,False,True
economico,Grupo Econômico,rge,Grupo RGE,pos_2022,REN_1000,40,51513234,15699,9545668.5447,2863700.56341,40145552,0.0003047566378767833,39.105203983743955,0.23777649251653085,0.03415371119081909,False,True
economico,Grupo Econômico,roraima,Grupo Roraima,operacional_2023_plus,REN_1000,40,458135,3789,1531625.1199999999,459487.53599999996,2536562,0.008270487956606678,149.37541443891377,0.6038193113355794,0.0003037473919110943,False,True
economico,Grupo Econômico,roraima,Grupo Roraima,pos_2022,REN_1000,40,458135,3789,1531625.1199999999,459487.53599999996,2536562,0.008270487956606678,149.37541443891377,0.6038193113355794,0.0003037473919110943,False,True
economico,Grupo Econômico,santa,Grupo Santa,operacional_2023_plus,REN_1000,40,530339,714,245976.42,73792.926,1650186,0.0013463086818054112,43.267849806021864,0.1490598150753915,0.00035161925650460636,False,True
economico,Grupo Econômico,santa,Grupo Santa,pos_2022,REN_1000,40,530339,714,245976.42,73792.926,1650186,0.0013463086818054112,43.267849806021864,0.1490598150753915,0.00035161925650460636,False,True
economico,Grupo Econômico,sulgipe,Grupo Sulgipe,operacional_2023_plus,REN_1000,40,443679,195,98044.52,29413.356000000003,2015858,0.00043950694082884245,9.673300401119523,0.04863662023813185,0.00029416294126343194,False,True
economico,Grupo Econômico,sulgipe,Grupo Sulgipe,pos_2022,REN_1000,40,443679,195,98044.52,29413.356000000003,2015858,0.00043950694082884245,9.673300401119523,0.04863662023813185,0.00029416294126343194,False,True
porte,Porte,G,G,operacional_2023_plus,REN_1000,24,14806828,57082,13139804.6591,6569902.32955,72611822,0.0038551133301474158,78.61254328530691,0.18095957789215095,0.019486575043464932,False,True
porte,Porte,G,G,pos_2022,REN_1000,24,14806828,57082,13139804.6591,6569902.32955,72611822,0.0038551133301474158,78.61254328530691,0.18095957789215095,0.019486575043464932,False,True
porte,Porte,GG,GG,operacional_2023_plus,REN_1000,24,742952145,581009,343034701.0396834,171517350.5198417,1080005971,0.0007820274884595696,53.79683220288418,0.3176229671416172,0.9777646317797262,False,True
porte,Porte,GG,GG,pos_2022,REN_1000,24,742952145,581009,343034701.0396834,171517350.5198417,1080005971,0.0007820274884595696,53.79683220288418,0.3176229671416172,0.9777646317797262,False,True
porte,Porte,M,M,operacional_2023_plus,REN_1000,24,1581025,1519,46947.89,23473.945,4567642,0.0009607691212978922,33.25567108805812,0.010278364635407065,0.0020807131890837214,False,True
porte,Porte,M,M,pos_2022,REN_1000,24,1581025,1519,46947.89,23473.945,4567642,0.0009607691212978922,33.25567108805812,0.010278364635407065,0.0020807131890837214,False,True
porte,Porte,P,P,operacional_2023_plus,REN_1000,24,507639,952,90080.31,45040.155,1414867,0.0018753484267363225,67.28547630271962,0.06366698071267476,0.0006680799877252234,False,True
porte,Porte,P,P,pos_2022,REN_1000,24,507639,952,90080.31,45040.155,1414867,0.0018753484267363225,67.28547630271962,0.06366698071267476,0.0006680799877252234,False,True
