group_id,group_label,distributor_id,distributor_label,ano,total_serv,serv_focus,share_serv_focus
cooperativa,Grupo Cooperativa,ceraca,COOPERATIVA DISTRIBUIDORA DE ENERGIA VALE DO ARAÇÁ,2023,25139,21736.0,0.8646326425076575
cooperativa,Grupo Cooperativa,ceraca,COOPERATIVA DISTRIBUIDORA DE ENERGIA VALE DO ARAÇÁ,2024,30611,26775.0,0.8746855705465355
cooperativa,Grupo Cooperativa,ceraca,COOPERATIVA DISTRIBUIDORA DE ENERGIA VALE DO ARAÇÁ,2025,41658,38160.0,0.916030534351145
cooperativa,Grupo Cooperativa,coopercocal,COOPERATIVA ENERGÉTICA COCAL,2023,38643,29626.0,0.7666589032942577
cooperativa,Grupo Cooperativa,coopercocal,COOPERATIVA ENERGÉTICA COCAL,2024,30716,25879.0,0.8425250683682771
cooperativa,Grupo Cooperativa,coopercocal,COOPERATIVA ENERGÉTICA COCAL,2025,30626,25104.0,0.8196956834062561
cooperativa,Grupo Cooperativa,cermoful,COOPERATIVA FUMACENSE DE ELETRICIDADE,2023,39427,33667.0,0.853907220939965
cooperativa,Grupo Cooperativa,cermoful,COOPERATIVA FUMACENSE DE ELETRICIDADE,2024,36619,30595.0,0.8354952347142194
cooperativa,Grupo Cooperativa,cermoful,COOPERATIVA FUMACENSE DE ELETRICIDADE,2025,41647,32702.0,0.7852186231901458
cooperativa,Grupo Cooperativa,coopera,COOPERATIVA PIONEIRA DE ELETRIFICAÇÃO,2023,95213,83129.0,0.8730845577809753
cooperativa,Grupo Cooperativa,coopera,COOPERATIVA PIONEIRA DE ELETRIFICAÇÃO,2024,94951,83253.0,0.8767996124316753
cooperativa,Grupo Cooperativa,coopera,COOPERATIVA PIONEIRA DE ELETRIFICAÇÃO,2025,104773,87493.0,0.8350720128277324
cooperativa,Grupo Cooperativa,coopernorte,COOPERATIVA REGIONAL DE DISTRIBUIÇÃO DE ENERGIA DO LITORAL NORTE,2023,56370,50795.0,0.9010998758204719
cooperativa,Grupo Cooperativa,coopernorte,COOPERATIVA REGIONAL DE DISTRIBUIÇÃO DE ENERGIA DO LITORAL NORTE,2024,70033,66400.0,0.9481244556137821
cooperativa,Grupo Cooperativa,coopernorte,COOPERATIVA REGIONAL DE DISTRIBUIÇÃO DE ENERGIA DO LITORAL NORTE,2025,54834,49828.0,0.9087062771273298
cooperativa,Grupo Cooperativa,creral,COOPERATIVA REGIONAL DE ELETRIFICAÇÃO RURAL DO ALTO URUGUAI,2023,14493,12540.0,0.8652452908300559
cooperativa,Grupo Cooperativa,creral,COOPERATIVA REGIONAL DE ELETRIFICAÇÃO RURAL DO ALTO URUGUAI,2024,15123,13654.0,0.9028631885207962
cooperativa,Grupo Cooperativa,creral,COOPERATIVA REGIONAL DE ELETRIFICAÇÃO RURAL DO ALTO URUGUAI,2025,15745,13195.0,0.8380438234360115
cooperativa,Grupo Cooperativa,coopersul,COOPERATIVA REGIONAL DE ELETRIFICAÇÃO RURAL FRONTEIRA SUL LTDA,2023,23519,17770.0,0.75555933500574
cooperativa,Grupo Cooperativa,coopersul,COOPERATIVA REGIONAL DE ELETRIFICAÇÃO RURAL FRONTEIRA SUL LTDA,2024,21960,19565.0,0.8909380692167578
cooperativa,Grupo Cooperativa,coopersul,COOPERATIVA REGIONAL DE ELETRIFICAÇÃO RURAL FRONTEIRA SUL LTDA,2025,8144,6954.0,0.8538801571709234
cooperativa,Grupo Cooperativa,ceriluz,COOPERATIVA REGIONAL DE ENERGIA E DESENVOLVIMENTO IJUÍ LTDA,2023,47058,41568.0,0.8833354583705215
cooperativa,Grupo Cooperativa,ceriluz,COOPERATIVA REGIONAL DE ENERGIA E DESENVOLVIMENTO IJUÍ LTDA,2024,60912,56927.0,0.9345777515103756
cooperativa,Grupo Cooperativa,ceriluz,COOPERATIVA REGIONAL DE ENERGIA E DESENVOLVIMENTO IJUÍ LTDA,2025,60352,55204.0,0.9147004241781548
cooperativa,Grupo Cooperativa,certaja_energia,COOPERATIVA REGIONAL DE ENERGIA TAQUARI JACUÍ,2023,56487,43183.0,0.7644767822684866
cooperativa,Grupo Cooperativa,certaja_energia,COOPERATIVA REGIONAL DE ENERGIA TAQUARI JACUÍ,2024,55151,44323.0,0.8036662979819043
cooperativa,Grupo Cooperativa,certaja_energia,COOPERATIVA REGIONAL DE ENERGIA TAQUARI JACUÍ,2025,73561,56218.0,0.7642364840064708
cooperativa,Grupo Cooperativa,coorsel,COOPERATIVA REGIONAL SUL DE ELETRIFICAÇÃO RURAL,2023,19158,16838.0,0.8789017642760205
cooperativa,Grupo Cooperativa,coorsel,COOPERATIVA REGIONAL SUL DE ELETRIFICAÇÃO RURAL,2024,19861,18119.0,0.9122904184079351
cooperativa,Grupo Cooperativa,coorsel,COOPERATIVA REGIONAL SUL DE ELETRIFICAÇÃO RURAL,2025,18366,16593.0,0.9034629206141783
cooperzem,Grupo Cooperzem,cooperzem,COOPERZEM COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,2023,31597,27938.0,0.8841978668860968
cooperzem,Grupo Cooperzem,cooperzem,COOPERZEM COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,2024,31662,28109.0,0.8877834628261007
cooperzem,Grupo Cooperzem,cooperzem,COOPERZEM COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,2025,28545,23775.0,0.8328954282711508
copel,Grupo Copel,copel_dis,COPEL DISTRIBUIÇÃO S.A.,2023,36683970,34822057.0,0.9492445065242393
copel,Grupo Copel,copel_dis,COPEL DISTRIBUIÇÃO S.A.,2024,19720433,17612130.0,0.8930904306208692
copel,Grupo Copel,copel_dis,COPEL DISTRIBUIÇÃO S.A.,2025,15734669,13555444.0,0.8615016941252466
coprel,Grupo Coprel,coprel,COPREL COOPERATIVA DE ENERGIA,2023,19255,0.0,0.0
coprel,Grupo Coprel,coprel,COPREL COOPERATIVA DE ENERGIA,2024,17879,714.0,0.03993511941383746
coprel,Grupo Coprel,coprel,COPREL COOPERATIVA DE ENERGIA,2025,15212,1360.0,0.08940310281356824
departamento,Grupo Departamento,demei,DEPARTAMENTO MUNICIPAL DE ENERGIA DE IJUÍ,2023,77841,59855.0,0.768939247954163
departamento,Grupo Departamento,demei,DEPARTAMENTO MUNICIPAL DE ENERGIA DE IJUÍ,2024,89156,74634.0,0.8371169635246085
departamento,Grupo Departamento,demei,DEPARTAMENTO MUNICIPAL DE ENERGIA DE IJUÍ,2025,87450,69936.0,0.7997255574614065
distribuidora,Grupo Distribuidora,dcelt,DISTRIBUIDORA CATARINENSE DE ENERGIA ELÉTRICA S/A.,2023,108406,89241.0,0.8232108923860303
distribuidora,Grupo Distribuidora,dcelt,DISTRIBUIDORA CATARINENSE DE ENERGIA ELÉTRICA S/A.,2024,93888,76503.0,0.8148325664621677
distribuidora,Grupo Distribuidora,dcelt,DISTRIBUIDORA CATARINENSE DE ENERGIA ELÉTRICA S/A.,2025,72270,56842.0,0.7865227618652276
dme,Grupo DME,dmed,DME DISTRIBUIÇÃO S.A.,2023,304754,254384.0,0.8347191505279669
dme,Grupo DME,dmed,DME DISTRIBUIÇÃO S.A.,2024,317717,271630.0,0.8549432356468177
dme,Grupo DME,dmed,DME DISTRIBUIÇÃO S.A.,2025,329059,278354.0,0.8459090922904403
edp,Grupo EDP,edp_es,EDP ESPÍRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,2023,207000,0.0,0.0
edp,Grupo EDP,edp_es,EDP ESPÍRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,2024,9027377,7021583.0,0.7778098776643536
edp,Grupo EDP,edp_es,EDP ESPÍRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,2025,10505713,8099726.0,0.7709829880180431
edp,Grupo EDP,edp_sp,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,2023,281718,0.0,0.0
edp,Grupo EDP,edp_sp,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,2024,11579193,8824604.0,0.7621087238117544
edp,Grupo EDP,edp_sp,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,2025,13114473,9938121.0,0.7577979687022117
elektro,Grupo Elektro,neoenergia_elektro,ELEKTRO REDES S.A.,2023,102192822,101219583.0,0.9904764446176073
elektro,Grupo Elektro,neoenergia_elektro,ELEKTRO REDES S.A.,2024,50085158,48873122.0,0.9758004956278664
elektro,Grupo Elektro,neoenergia_elektro,ELEKTRO REDES S.A.,2025,44924879,43575237.0,0.9699578044495123
eletropaulo,Grupo Eletropaulo,enel_sp,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.,2023,37866576,35719148.0,0.9432896177357044
eletropaulo,Grupo Eletropaulo,enel_sp,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.,2024,44944797,42483622.0,0.9452400463617624
eletropaulo,Grupo Eletropaulo,enel_sp,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.,2025,31588257,28974788.0,0.917264539160866
empresa,Grupo Empresa,eflul,EMPRESA FORÇA E LUZ DE URUSSANGA LTDA.,2023,3483,1801.0,0.5170829744473155
empresa,Grupo Empresa,eflul,EMPRESA FORÇA E LUZ DE URUSSANGA LTDA.,2024,9090,5504.0,0.6055005500550055
empresa,Grupo Empresa,eflul,EMPRESA FORÇA E LUZ DE URUSSANGA LTDA.,2025,12270,6966.0,0.5677261613691932
empresa,Grupo Empresa,joao_cesa,EMPRESA FORÇA E LUZ JOÃO CESA LTDA.,2023,5129,2668.0,0.5201793721973094
empresa,Grupo Empresa,joao_cesa,EMPRESA FORÇA E LUZ JOÃO CESA LTDA.,2024,4936,2529.0,0.5123581847649918
empresa,Grupo Empresa,joao_cesa,EMPRESA FORÇA E LUZ JOÃO CESA LTDA.,2025,4284,2125.0,0.49603174603174605
empresa,Grupo Empresa,santa_maria,EMPRESA LUZ E FORÇA SANTA MARIA S.A.,2023,131125,80455.0,0.6135748331744518
empresa,Grupo Empresa,santa_maria,EMPRESA LUZ E FORÇA SANTA MARIA S.A.,2024,156452,102408.0,0.6545649783959298
empresa,Grupo Empresa,santa_maria,EMPRESA LUZ E FORÇA SANTA MARIA S.A.,2025,177097,111383.0,0.6289378137404925
energisa,Grupo Energisa,energisa_ac,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A.,2023,275065,7193.0,0.02615018268409285
energisa,Grupo Energisa,energisa_ac,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A.,2024,292405,5333.0,0.018238402216104375
energisa,Grupo Energisa,energisa_ac,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A.,2025,342217,8222.0,0.02402569130113349
energisa,Grupo Energisa,energisa_mt,ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S.A.,2023,1966041,402423.0,0.2046869826214204
energisa,Grupo Energisa,energisa_mt,ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S.A.,2024,2771421,484558.0,0.1748409931223008
energisa,Grupo Energisa,energisa_mt,ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S.A.,2025,2956309,398070.0,0.13465101246182318
energisa,Grupo Energisa,energisa_ms,ENERGISA MATO GROSSO DO SUL DISTRIBUIDORA DE ENERGIA S.A.,2023,1524430,172862.0,0.11339451467105738
energisa,Grupo Energisa,energisa_ms,ENERGISA MATO GROSSO DO SUL DISTRIBUIDORA DE ENERGIA S.A.,2024,1766848,220900.0,0.12502490310428516
energisa,Grupo Energisa,energisa_ms,ENERGISA MATO GROSSO DO SUL DISTRIBUIDORA DE ENERGIA S.A.,2025,1928502,164930.0,0.08552233806342954
energisa,Grupo Energisa,energisa_minas_rio,ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.,2023,448973,49289.0,0.10978165724887688
energisa,Grupo Energisa,energisa_minas_rio,ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.,2024,586211,67842.0,0.11572966048061192
energisa,Grupo Energisa,energisa_minas_rio,ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.,2025,624421,73315.0,0.11741277119123156
energisa,Grupo Energisa,energisa_pb,ENERGISA PARAÍBA DISTRIBUIDORA DE ENERGIA S.A.,2023,1234597,156553.0,0.12680494120753574
energisa,Grupo Energisa,energisa_pb,ENERGISA PARAÍBA DISTRIBUIDORA DE ENERGIA S.A.,2024,1452697,192338.0,0.13240063137736224
energisa,Grupo Energisa,energisa_pb,ENERGISA PARAÍBA DISTRIBUIDORA DE ENERGIA S.A.,2025,1528183,191669.0,0.12542280603828207
energisa,Grupo Energisa,energisa_ro,ENERGISA RONDÔNIA DISTRIBUIDORA DE ENERGIA S.A.,2023,873473,152892.0,0.17503918266506235
energisa,Grupo Energisa,energisa_ro,ENERGISA RONDÔNIA DISTRIBUIDORA DE ENERGIA S.A.,2024,1116476,154565.0,0.1384400560334481
energisa,Grupo Energisa,energisa_ro,ENERGISA RONDÔNIA DISTRIBUIDORA DE ENERGIA S.A.,2025,1198090,127919.0,0.10676910749609796
energisa,Grupo Energisa,energisa_se,ENERGISA SERGIPE DISTRIBUIDORA DE ENERGIA S.A.,2023,548769,68551.0,0.1249177705008847
energisa,Grupo Energisa,energisa_se,ENERGISA SERGIPE DISTRIBUIDORA DE ENERGIA S.A.,2024,682320,79648.0,0.1167311525383984
energisa,Grupo Energisa,energisa_se,ENERGISA SERGIPE DISTRIBUIDORA DE ENERGIA S.A.,2025,664491,66692.0,0.10036554294941542
energisa,Grupo Energisa,energisa_sul_sudeste,ENERGISA SUL-SUDESTE DISTRIBUIDORA DE ENERGIA S.A.,2023,744296,117575.0,0.15796806646817932
energisa,Grupo Energisa,energisa_sul_sudeste,ENERGISA SUL-SUDESTE DISTRIBUIDORA DE ENERGIA S.A.,2024,858456,132588.0,0.15444938354440996
energisa,Grupo Energisa,energisa_sul_sudeste,ENERGISA SUL-SUDESTE DISTRIBUIDORA DE ENERGIA S.A.,2025,924883,148423.0,0.16047759554451752
energisa,Grupo Energisa,energisa_to,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,2023,773648,104115.0,0.1345767067193349
energisa,Grupo Energisa,energisa_to,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,2024,839665,95032.0,0.11317846998505356
energisa,Grupo Energisa,energisa_to,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,2025,918487,82733.0,0.09007530863256638
equatorial,Grupo Equatorial,equatorial_al,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,2023,451888,8980.0,0.01987218071734589
equatorial,Grupo Equatorial,equatorial_al,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,2024,514411,8916.0,0.01733244429065475
equatorial,Grupo Equatorial,equatorial_al,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,2025,532229,9663.0,0.018155718685002133
equatorial,Grupo Equatorial,enel_go,EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.,2023,10616053,9115891.0,0.8586892887592027
equatorial,Grupo Equatorial,enel_go,EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.,2024,14767527,13254547.0,0.8975468268993176
equatorial,Grupo Equatorial,enel_go,EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.,2025,16146318,14493644.0,0.8976439086607857
equatorial,Grupo Equatorial,equatorial_ma,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,2023,778749,25885.0,0.03323920801182409
equatorial,Grupo Equatorial,equatorial_ma,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,2024,861557,25043.0,0.02906714239452526
equatorial,Grupo Equatorial,equatorial_ma,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,2025,908081,21517.0,0.02369502280082944
equatorial,Grupo Equatorial,equatorial_pa,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,2023,1473813,31514.0,0.02138263131075652
equatorial,Grupo Equatorial,equatorial_pa,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,2024,1547856,29956.0,0.01935322148830382
equatorial,Grupo Equatorial,equatorial_pa,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,2025,1562317,23127.0,0.014803013728967937
equatorial,Grupo Equatorial,equatorial_pi,EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A.,2023,414247,12429.0,0.030003838289716037
equatorial,Grupo Equatorial,equatorial_pi,EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A.,2024,488892,12291.0,0.02514052183304288
equatorial,Grupo Equatorial,equatorial_pi,EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A.,2025,558459,15722.0,0.028152469563566887
forca,Grupo Forca,forcel,FORÇA E LUZ CORONEL VIVIDA LTDA,2023,15366,9646.0,0.6277495769881557
forca,Grupo Forca,forcel,FORÇA E LUZ CORONEL VIVIDA LTDA,2024,16920,13040.0,0.7706855791962175
forca,Grupo Forca,forcel,FORÇA E LUZ CORONEL VIVIDA LTDA,2025,18719,14751.0,0.7880228644692558
hidropan,Grupo Hidropan,hidropan,HIDROPAN DISTRIBUIÇÃO DE ENERGIA S.A.,2023,40808,32971.0,0.8079543226818271
hidropan,Grupo Hidropan,hidropan,HIDROPAN DISTRIBUIÇÃO DE ENERGIA S.A.,2024,49886,42761.0,0.8571743575351802
hidropan,Grupo Hidropan,hidropan,HIDROPAN DISTRIBUIÇÃO DE ENERGIA S.A.,2025,39455,31122.0,0.7887973640856673
light,Grupo Light,light,LIGHT SERVIÇOS DE ELETRICIDADE S.A.,2023,28680716,21095469.0,0.7355279763587492
light,Grupo Light,light,LIGHT SERVIÇOS DE ELETRICIDADE S.A.,2024,35483051,29130464.0,0.8209684110873103
light,Grupo Light,light,LIGHT SERVIÇOS DE ELETRICIDADE S.A.,2025,34368675,28427157.0,0.8271240308216712
muxfeldt,Grupo Muxfeldt,mux_energia,"MUXFELDT, MARIN & CIA LTDA",2023,18724,13435.0,0.717528305917539
muxfeldt,Grupo Muxfeldt,mux_energia,"MUXFELDT, MARIN & CIA LTDA",2024,21989,17430.0,0.7926690618036291
muxfeldt,Grupo Muxfeldt,mux_energia,"MUXFELDT, MARIN & CIA LTDA",2025,28523,23792.0,0.8341338568874241
neoenergia,Grupo Neoenergia,neoenergia_brasilia,NEOENERGIA DISTRIBUIÇÃO BRASÍLIA S.A.,2023,652433,325823.0,0.4993968729356118
neoenergia,Grupo Neoenergia,neoenergia_brasilia,NEOENERGIA DISTRIBUIÇÃO BRASÍLIA S.A.,2024,542759,191851.0,0.35347364115565105
neoenergia,Grupo Neoenergia,neoenergia_brasilia,NEOENERGIA DISTRIBUIÇÃO BRASÍLIA S.A.,2025,549555,57421.0,0.10448635714350701
nova,Grupo NOVA,nova_palma,NOVA PALMA ENERGIA LTDA.,2023,52057,42974.0,0.8255181819928156
nova,Grupo NOVA,nova_palma,NOVA PALMA ENERGIA LTDA.,2024,55187,48614.0,0.8808958631561781
nova,Grupo NOVA,nova_palma,NOVA PALMA ENERGIA LTDA.,2025,54355,44717.0,0.8226842056848496
rge,Grupo RGE,rge,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,2023,17154065,15316222.0,0.8928625372470024
rge,Grupo RGE,rge,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,2024,14670399,11743953.0,0.8005203539453835
rge,Grupo RGE,rge,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,2025,15175540,11415756.0,0.7522471029037517
roraima,Grupo Roraima,roraima_energia,RORAIMA ENERGIA S.A.,2023,130174,14094.0,0.1082704687572019
roraima,Grupo Roraima,roraima_energia,RORAIMA ENERGIA S.A.,2024,147013,14745.0,0.10029725262391762
roraima,Grupo Roraima,roraima_energia,RORAIMA ENERGIA S.A.,2025,133304,13944.0,0.10460301266278581
