group_id,group_label,distributor_id,distributor_label,ano,meses_com_dados,qtd_serv_realizado,qtd_fora_prazo,compensacao_rs,uc_ativa_media_ano,exposicao_uc_mes,taxa_fora_prazo,fora_prazo_por_100k_uc_mes,compensacao_rs_por_uc_mes,compensacao_media_por_transgressao_rs
cooperativa,Grupo Cooperativa,cermissoes,COOPERATIVA DE DISTRIBUIÇÃO E GERAÇÃO DE ENERGIA DAS MISSÕES,2025,12,83616,142,14232.35,29025.583333333332,348307,0.0016982395713738996,40.76863226980796,0.04086151010459164,100.22781690140846
cooperativa,Grupo Cooperativa,cersul,COOPERATIVA DE DISTRIBUIÇÃOI DE ENERGIA,2023,12,72387,18,5812.81,18552.0,222624,0.0002486634340420241,8.085381630012938,0.026110437329308612,322.93388888888893
cooperativa,Grupo Cooperativa,cersul,COOPERATIVA DE DISTRIBUIÇÃOI DE ENERGIA,2024,12,71628,18,550.24,18710.333333333332,224524,0.0002512983749371754,8.016960324954125,0.002450695694001532,30.56888888888889
cooperativa,Grupo Cooperativa,cersul,COOPERATIVA DE DISTRIBUIÇÃOI DE ENERGIA,2025,12,59760,5,1274.67,18898.5,226782,8.366800535475234e-05,2.2047605189124355,0.005620684181284229,254.93400000000003
cooperativa,Grupo Cooperativa,cergral,COOPERATIVA DE ELETRICIDADE DE GRAVATAL,2023,12,27887,65,71.09,6853.0,82236,0.0023308351561659555,79.04080937788804,0.0008644632521037016,1.0936923076923077
cooperativa,Grupo Cooperativa,cergral,COOPERATIVA DE ELETRICIDADE DE GRAVATAL,2024,12,32637,19,2964.6400000000003,7017.583333333333,84211,0.0005821613506143334,22.562373086651387,0.03520490197242641,156.03368421052633
cooperativa,Grupo Cooperativa,cergral,COOPERATIVA DE ELETRICIDADE DE GRAVATAL,2025,12,25504,11,825.1399999999999,7245.5,86946,0.00043130489335006274,12.651530835231062,0.009490258321256871,75.01272727272726
cooperativa,Grupo Cooperativa,cergapa,COOPERATIVA DE ELETRICIDADE DE GRÃO PARÁ,2023,12,3042,6,1.0,3975.75,47709,0.0019723865877712033,12.576243476073698,2.0960405793456162e-05,0.16666666666666666
cooperativa,Grupo Cooperativa,cergapa,COOPERATIVA DE ELETRICIDADE DE GRÃO PARÁ,2024,12,5173,0,0.0,4019.1666666666665,48230,0.0,0.0,0.0,
cooperativa,Grupo Cooperativa,cergapa,COOPERATIVA DE ELETRICIDADE DE GRÃO PARÁ,2025,12,1544,0,0.0,4067.0,48804,0.0,0.0,0.0,
cooperativa,Grupo Cooperativa,cegero,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO,2023,12,17246,23,0.0,6879.083333333333,82549,0.001333642583787545,27.862239397206505,0.0,0.0
cooperativa,Grupo Cooperativa,cegero,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO,2024,12,20208,6,697.41,7121.166666666667,85454,0.0002969121140142518,7.021321412689868,0.008161232944040068,116.235
cooperativa,Grupo Cooperativa,cegero,COOPERATIVA DE ELETRICIDADE DE SÃO LUDGERO,2025,12,16106,10,126.12,7362.166666666667,88346,0.0006208866261020738,11.319131596223936,0.001427568876915763,12.612
cooperativa,Grupo Cooperativa,cejama,COOPERATIVA DE ELETRICIDADE JACINTO MACHADO,2023,12,6255,11,0.0,5594.166666666667,67130,0.0017585931254996002,16.386116490391775,0.0,0.0
