group_id,group_label,distributor_id,distributor_label,classe_local_servico,qtd_serv_realizado,qtd_fora_prazo,compensacao_rs,exposicao_uc_mes,taxa_fora_prazo,fora_prazo_por_100k_uc_mes,compensacao_rs_por_uc_mes,share_fora_prazo,share_compensacao
equatorial,Grupo Equatorial,equatorial_pi,Equatorial PI — EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A.,rural,69809,3204,1825800.92,17821217,0.04589666088899712,17.97857015039994,0.10245096729364779,0.0961613493802335,0.08589237649062126
equatorial,Grupo Equatorial,equatorial_pi,Equatorial PI — EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A.,grupo_a,0,0,0.0,17821217,,0.0,0.0,0.0,0.0
forcel,Grupo Forcel,forcel,Forcel — FORÇA E LUZ CORONEL VIVIDA LTDA,nao_classificado,47314,277,1631.48,111972,0.005854503952318553,247.3832743900261,0.014570428321366055,0.920265780730897,0.632457095895084
forcel,Grupo Forcel,forcel,Forcel — FORÇA E LUZ CORONEL VIVIDA LTDA,urbana,9244,23,948.11,111972,0.0024881003894418,20.540849498088807,0.008467384703318688,0.07641196013289037,0.36754290410491586
forcel,Grupo Forcel,forcel,Forcel — FORÇA E LUZ CORONEL VIVIDA LTDA,rural,378,1,0.0,111972,0.0026455026455026454,0.8930804129603829,0.0,0.0033222591362126247,0.0
forcel,Grupo Forcel,forcel,Forcel — FORÇA E LUZ CORONEL VIVIDA LTDA,grupo_a,0,0,0.0,111972,,0.0,0.0,0.0,0.0
hidropan,Grupo Hidropan,hidropan,Hidropan — HIDROPAN DISTRIBUIÇÃO DE ENERGIA S.A.,nao_classificado,132123,39,4144.92,239737,0.00029517949183715175,16.267826826897807,0.01728944635162699,0.975,0.9471937842778794
hidropan,Grupo Hidropan,hidropan,Hidropan — HIDROPAN DISTRIBUIÇÃO DE ENERGIA S.A.,urbana,12773,1,231.08,239737,7.829014327096219e-05,0.41712376479225155,0.0009638895956819349,0.025,0.05280621572212066
hidropan,Grupo Hidropan,hidropan,Hidropan — HIDROPAN DISTRIBUIÇÃO DE ENERGIA S.A.,grupo_a,0,0,0.0,239737,,0.0,0.0,0.0,0.0
hidropan,Grupo Hidropan,hidropan,Hidropan — HIDROPAN DISTRIBUIÇÃO DE ENERGIA S.A.,rural,132,0,0.0,239737,0.0,0.0,0.0,0.0,0.0
joao,Grupo JOAO,joao_cesa,João Cesa — EMPRESA FORÇA E LUZ JOÃO CESA LTDA.,urbana,2940,17,114.25,53962,0.005782312925170068,31.50365071717134,0.0021172306437863683,0.6071428571428571,0.6115512257788246
joao,Grupo JOAO,joao_cesa,João Cesa — EMPRESA FORÇA E LUZ JOÃO CESA LTDA.,nao_classificado,13537,11,72.57,53962,0.0008125877225382286,20.3847151699344,0.0013448352544383083,0.39285714285714285,0.38844877422117546
joao,Grupo JOAO,joao_cesa,João Cesa — EMPRESA FORÇA E LUZ JOÃO CESA LTDA.,rural,5,0,0.0,0,0.0,,,0.0,0.0
light,Grupo Light,light,Light — LIGHT SERVIÇOS DE ELETRICIDADE S.A.,nao_classificado,105474513,9564,8786067.475712,60070061,9.067593419464283e-05,15.921408836258715,0.14626366828080964,0.8456233421750663,0.5433005547911784
light,Grupo Light,light,Light — LIGHT SERVIÇOS DE ELETRICIDADE S.A.,urbana,3041318,1696,5457462.11648,60070061,0.0005576529649316514,2.8233698647317835,0.0908516160234963,0.14995579133510167,0.33747091105684274
light,Grupo Light,light,Light — LIGHT SERVIÇOS DE ELETRICIDADE S.A.,rural,4619,50,1928122.3566800002,60070061,0.010824853864472829,0.08323613988006438,0.03209789243729918,0.004420866489832007,0.11922853415197883
light,Grupo Light,light,Light — LIGHT SERVIÇOS DE ELETRICIDADE S.A.,grupo_a,508,0,0.0,60070061,0.0,0.0,0.0,0.0,0.0
mux,Grupo MUX,mux_energia,"Mux Energia — MUXFELDT, MARIN & CIA LTDA",nao_classificado,67753,8,1115.77,152664,0.00011807595235635323,5.24026620552324,0.007308664780170833,0.6153846153846154,0.7177262172019633
mux,Grupo MUX,mux_energia,"Mux Energia — MUXFELDT, MARIN & CIA LTDA",urbana,9155,5,438.82,152664,0.0005461496450027307,3.2751663784520253,0.0028744170203846356,0.38461538461538464,0.2822737827980368
mux,Grupo MUX,mux_energia,"Mux Energia — MUXFELDT, MARIN & CIA LTDA",grupo_a,99,0,0.0,152664,0.0,0.0,0.0,0.0,0.0
mux,Grupo MUX,mux_energia,"Mux Energia — MUXFELDT, MARIN & CIA LTDA",rural,0,0,0.0,152664,,0.0,0.0,0.0,0.0
neoenergia,Grupo Neoenergia,neoenergia_brasilia,Neoenergia Brasília — NEOENERGIA DISTRIBUIÇÃO BRASÍLIA S.A.,nao_classificado,1342863,9530,12630830.65,14075001,0.0070967775566085295,67.70869856421325,0.8973946538263123,0.9012672593153017,0.8563566334961349
neoenergia,Grupo Neoenergia,neoenergia_brasilia,Neoenergia Brasília — NEOENERGIA DISTRIBUIÇÃO BRASÍLIA S.A.,urbana,571516,770,1312506.66,14075001,0.0013472938640388022,5.470692328902854,0.09325091060384294,0.07282012483449972,0.0889865295437918
neoenergia,Grupo Neoenergia,neoenergia_brasilia,Neoenergia Brasília — NEOENERGIA DISTRIBUIÇÃO BRASÍLIA S.A.,rural,10630,270,610075.2,14075001,0.02539981185324553,1.9182947127321697,0.04334459372329707,0.02553432948742198,0.041362437588495504
neoenergia,Grupo Neoenergia,neoenergia_brasilia,Neoenergia Brasília — NEOENERGIA DISTRIBUIÇÃO BRASÍLIA S.A.,grupo_a,205,4,196085.72,14075001,0.01951219512195122,0.028419180929365472,0.013931488885862247,0.0003782863627766219,0.013294399371577809
neoenergia,Grupo Neoenergia,neoenergia_coelba,Neoenergia Coelba — COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,nao_classificado,178928896,44905,78980930.42,79410938,0.0002509656126196632,56.54762571876434,0.9945850333615252,0.4770631480537141,0.7163426061077708
neoenergia,Grupo Neoenergia,neoenergia_coelba,Neoenergia Coelba — COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,urbana,3229659,36744,21661484.1,79410938,0.01137705249996981,46.2707039173873,0.2727770839326945,0.39036206017338093,0.19646570241500633
neoenergia,Grupo Neoenergia,neoenergia_coelba,Neoenergia Coelba — COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,rural,574956,12463,8934908.76,79410938,0.021676441327684204,15.694311531743901,0.11251483718779395,0.1324048104708482,0.08103798970761164
neoenergia,Grupo Neoenergia,neoenergia_coelba,Neoenergia Coelba — COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,grupo_a,583,16,678481.34,79410938,0.0274442538593482,0.020148357900016244,0.00854392804175163,0.00016998130205677376,0.006153701769611193
neoenergia,Grupo Neoenergia,neoenergia_cosern,Neoenergia Cosern — COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE,nao_classificado,39878922,8581,5576686.725021939,18915549,0.00021517632798599722,45.364794857394834,0.29482024153895503,0.6587088354955093,0.7774839717011306
neoenergia,Grupo Neoenergia,neoenergia_cosern,Neoenergia Cosern — COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE,rural,132153,2831,590356.959587546,18915549,0.021422139489833753,14.966523044083996,0.03121014143377736,0.21731787825285945,0.08230569445511096
neoenergia,Grupo Neoenergia,neoenergia_cosern,Neoenergia Cosern — COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE,urbana,674170,1611,901992.630267629,18915549,0.0023896049957725794,8.516802763694567,0.04768524721474534,0.12366623167267982,0.12575295102718304
neoenergia,Grupo Neoenergia,neoenergia_cosern,Neoenergia Cosern — COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE,grupo_a,131,4,103698.98,18915549,0.030534351145038167,0.021146623870129277,0.005482208314440146,0.0003070545789514086,0.014457382816575362
neoenergia,Grupo Neoenergia,neoenergia_elektro,Neoenergia Elektro — ELEKTRO REDES S.A.,nao_classificado,205047588,3837,1793500.47,35426729,1.871272926165803e-05,10.830805181025886,0.05062562987398583,0.7505868544600939,0.773313287528938
neoenergia,Grupo Neoenergia,neoenergia_elektro,Neoenergia Elektro — ELEKTRO REDES S.A.,urbana,2048630,1109,452263.22,35426729,0.0005413373815671937,3.1304047291523864,0.012766158004595908,0.21694053208137715,0.19500477604370145
neoenergia,Grupo Neoenergia,neoenergia_elektro,Neoenergia Elektro — ELEKTRO REDES S.A.,rural,130888,166,73478.07,35426729,0.0012682598863150174,0.4685727547694285,0.002074085643074753,0.03247261345852895,0.03168193642736065
neoenergia,Grupo Neoenergia,neoenergia_elektro,Neoenergia Elektro — ELEKTRO REDES S.A.,grupo_a,562,0,0.0,35426729,0.0,0.0,0.0,0.0,0.0
neoenergia,Grupo Neoenergia,neoenergia_pernambuco,Neoenergia Pernambuco — COMPANHIA ENERGÉTICA DE PERNAMBUCO,nao_classificado,72636490,20999,19627619.01,48212294,0.00028909711909262133,43.555280733997016,0.4071081747323619,0.4965124252240323,0.651540632118588
neoenergia,Grupo Neoenergia,neoenergia_pernambuco,Neoenergia Pernambuco — COMPANHIA ENERGÉTICA DE PERNAMBUCO,rural,314904,12414,2528724.87,48212294,0.03942153799253106,25.74861922147907,0.052449793614881716,0.2935237509753387,0.08394125642108612
neoenergia,Grupo Neoenergia,neoenergia_pernambuco,Neoenergia Pernambuco — COMPANHIA ENERGÉTICA DE PERNAMBUCO,urbana,2146717,8878,7776447.64,48212294,0.00413561731704738,18.414390321273657,0.16129594746103557,0.2099165346511243,0.25813990012855365
neoenergia,Grupo Neoenergia,neoenergia_pernambuco,Neoenergia Pernambuco — COMPANHIA ENERGÉTICA DE PERNAMBUCO,grupo_a,402,2,192143.2,48212294,0.004975124378109453,0.0041483195136908435,0.003985356929915013,4.728914950464616e-05,0.006378211331772141
nova,Grupo NOVA,nova_palma,Nova Palma — NOVA PALMA ENERGIA LTDA.,nao_classificado,160896,86,3372.76,206717,0.0005345067621320605,41.60277093804574,0.01631583275686083,0.86,0.6907868730913939
nova,Grupo NOVA,nova_palma,Nova Palma — NOVA PALMA ENERGIA LTDA.,urbana,11558,11,1433.4,206717,0.0009517217511680222,5.321284654866315,0.006934117658441251,0.11,0.29357971035270936
nova,Grupo NOVA,nova_palma,Nova Palma — NOVA PALMA ENERGIA LTDA.,rural,5818,3,76.33,206717,0.0005156411137848057,1.4512594513271768,0.00036924877973267803,0.03,0.01563341655589668
nova,Grupo NOVA,nova_palma,Nova Palma — NOVA PALMA ENERGIA LTDA.,grupo_a,0,0,0.0,206717,,0.0,0.0,0.0,0.0
rge,Grupo RGE,rge,RGE — RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,nao_classificado,49596885,10859,7555663.8938,40145552,0.00021894520190128875,27.04907383014686,0.18820675062084088,0.691700108287152,0.791527996013972
rge,Grupo RGE,rge,RGE — RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,urbana,1801192,4205,1365945.7503,40145552,0.0023345651102159013,10.474385804933009,0.03402483419084635,0.2678514555067202,0.14309587054103276
rge,Grupo RGE,rge,RGE — RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,rural,114250,632,361571.0906,40145552,0.005531728665207877,1.5742715407176366,0.00900650439680092,0.0402573412319256,0.037878026971799005
rge,Grupo RGE,rge,RGE — RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,grupo_a,907,3,262487.81,40145552,0.0033076074972436605,0.007472807946444477,0.006538403308042695,0.00019109497420217848,0.027498106473196154
roraima,Grupo Roraima,roraima_energia,Roraima Energia — RORAIMA ENERGIA S.A.,nao_classificado,224607,1855,1002951.33,2536562,0.008258869937268206,73.13048133654924,0.395397916550039,0.48957508577461073,0.6548282062649899
roraima,Grupo Roraima,roraima_energia,Roraima Energia — RORAIMA ENERGIA S.A.,urbana,219265,1668,477455.37,2536562,0.007607233256561694,65.75829804278389,0.18822933167018982,0.440221694378464,0.3117312218018467
roraima,Grupo Roraima,roraima_energia,Roraima Energia — RORAIMA ENERGIA S.A.,rural,14254,266,51218.42,2536562,0.018661428370983585,10.486635059580646,0.02019206311535062,0.0702032198469253,0.03344057193316338
roraima,Grupo Roraima,roraima_energia,Roraima Energia — RORAIMA ENERGIA S.A.,grupo_a,9,0,0.0,2536562,0.0,0.0,0.0,0.0,0.0
santa,Grupo Santa,santa_maria,Santa Maria — EMPRESA LUZ E FORÇA SANTA MARIA S.A.,rural,22448,408,194845.65,1650186,0.018175338560228082,24.724485603441064,0.11807496245877737,0.5714285714285714,0.7921314164991913
santa,Grupo Santa,santa_maria,Santa Maria — EMPRESA LUZ E FORÇA SANTA MARIA S.A.,nao_classificado,443783,211,28783.77,1650186,0.00047545759977286195,12.786437407661923,0.017442742818082325,0.29551820728291317,0.11701841176483503
santa,Grupo Santa,santa_maria,Santa Maria — EMPRESA LUZ E FORÇA SANTA MARIA S.A.,urbana,64107,95,22347.0,1650186,0.0014818974526962735,5.7569267949188765,0.013542109798531802,0.1330532212885154,0.09085017173597372
santa,Grupo Santa,santa_maria,Santa Maria — EMPRESA LUZ E FORÇA SANTA MARIA S.A.,grupo_a,1,0,0.0,1650186,0.0,0.0,0.0,0.0,0.0
sulgipe,Grupo Sulgipe,sulgipe,Sulgipe — COMPANHIA SUL SERGIPANA DE ELETRICIDADE,nao_classificado,349328,110,85628.95,2015858,0.0003148903036687583,5.456733559605885,0.04247766955807403,0.5641025641025641,0.8733680372957102
sulgipe,Grupo Sulgipe,sulgipe,Sulgipe — COMPANHIA SUL SERGIPANA DE ELETRICIDADE,rural,31996,43,4379.3,2015858,0.0013439179897487186,2.133086755118664,0.00217242484341655,0.2205128205128205,0.04466644336674809
sulgipe,Grupo Sulgipe,sulgipe,Sulgipe — COMPANHIA SUL SERGIPANA DE ELETRICIDADE,urbana,62355,42,8036.2699999999995,2015858,0.0006735626653836901,2.083480086394974,0.003986525836641271,0.2153846153846154,0.08196551933754176
sulgipe,Grupo Sulgipe,sulgipe,Sulgipe — COMPANHIA SUL SERGIPANA DE ELETRICIDADE,grupo_a,0,0,0.0,2015858,,0.0,0.0,0.0,0.0
