group_id,group_label,distributor_id,distributor_label,taxa_fora_prazo_2023,taxa_fora_prazo_2026,delta_taxa_fora_prazo_abs,delta_taxa_fora_prazo_pct,fora_prazo_por_100k_uc_mes_2023,fora_prazo_por_100k_uc_mes_2026,delta_fora_prazo_por_100k_uc_mes_abs,delta_fora_prazo_por_100k_uc_mes_pct,compensacao_rs_por_uc_mes_2023,compensacao_rs_por_uc_mes_2026,delta_compensacao_rs_por_uc_mes_abs,delta_compensacao_rs_por_uc_mes_pct,compensacao_media_por_transgressao_rs_2023,compensacao_media_por_transgressao_rs_2026,delta_compensacao_media_por_transgressao_rs_abs,delta_compensacao_media_por_transgressao_rs_pct
cooperzem,Grupo Cooperzem,cooperzem,Cooperzem — COOPERZEM COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,0.0,0.00017316017316017316,0.00017316017316017316,,0.0,,,,0.0,,,,,0.0,,
coorsel,Grupo Coorsel,coorsel,Coorsel — COOPERATIVA REGIONAL SUL DE ELETRIFICAÇÃO RURAL,0.0004697776385844034,0.0,-0.0004697776385844034,-1.0,8.033777571478304,,,,0.0,,,,0.0,,,
copel,Grupo Copel,copel_dis,Copel-Dis — COPEL DISTRIBUIÇÃO S.A.,0.00028999042361009455,0.0008139407370601235,0.000523950313450029,1.8067848825053074,17.14359891327181,,,,0.027982808610766578,,,,163.22598745064863,328.12349541389153,164.8975079632429,1.010240529334213
coprel,Grupo Coprel,coprel,Coprel — COPREL COOPERATIVA DE ENERGIA,0.006387951181511296,0.015258652772608858,0.008870701591097561,1.3886614563949884,130.8287950987066,,,,0.5414583687882913,,,,413.8678861788618,13.902926829268292,-399.9649593495935,-0.9664073311953955
cpfl,Grupo CPFL,cpfl_paulista,CPFL Paulista — COMPANHIA PAULISTA DE FORÇA E LUZ,0.0003586723464623378,0.0009584041937544447,0.000599731847292107,1.6720883369108064,21.850382323162844,,,,0.08411336686111642,,,,384.95146500000004,344.9732942628007,-39.97817073719932,-0.10385249667045515
cpfl,Grupo CPFL,cpfl_piratininga,CPFL Piratininga — COMPANHIA PIRATININGA DE FORÇA E LUZ,0.0006592679145582113,0.0004297307179114612,-0.00022953719664675013,-0.3481698283475052,27.396840242640902,,,,0.08167803145864051,,,,298.12938548846034,415.17808997632204,117.0487044878617,0.3926104241488544
cpfl,Grupo CPFL,cpfl_santa_cruz,CPFL Santa Cruz — COMPANHIA JAGUARI DE ENERGIA - CPFL SANTA CRUZ,0.00043322504416878064,0.0002169650712856711,-0.00021625997288310953,-0.4991862215584576,21.095795892596925,,,,0.046681727527566066,,,,221.28450505130232,591.9884662576687,370.70396120636644,1.6752368681233367
creluz_d,Grupo Creluz D,creluz_d,Creluz-D — COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA,0.0004897538342569918,6.597176408497163e-05,-0.0004237820701720202,-0.8652960743328171,6.266594106103332,,,,0.0022033674697801747,,,,35.160526315789475,203.37,168.20947368421054,4.784043110545618
creral,Grupo Creral,creral,Creral — COOPERATIVA REGIONAL DE ELETRIFICAÇÃO RURAL DO ALTO URUGUAI,0.003242944869937211,0.007647679324894515,0.004404734454957304,1.3582514139509834,49.0948784640615,,,,0.008969007552254708,,,,18.26872340425532,300.76206896551724,282.49334556126195,15.46322308954883
dcelt,Grupo Dcelt,dcelt,Dcelt — DISTRIBUIDORA CATARINENSE DE ENERGIA ELÉTRICA S/A.,0.013652380864527794,0.01856181877045937,0.004909437905931577,0.35960305785839086,332.24306723207854,,,,0.03367469811901037,,,,10.135560810810812,31.64945736434108,21.51389655353027,2.1226153101052954
